id,"airport_id","ident_a","ident_b",length,width,threshold_a,threshold_b,heading_a,heading_b,lat_a,lon_a,lat_b,lon_b
293,"04VT","06","24",1300,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
294,"04W","06","24",2751,75,190,394,66,246,46.021300,-92.900100,46.024400,-92.890200
295,"04WA","N","S",1800,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
296,"04WI","09","27",1800,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
297,"04WN","11","29",4100,60,NULL,NULL,NULL,337,NULL,NULL,NULL,NULL
298,"04WV","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
299,"04XS","H1","",80,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
300,"05AK","01","19",2000,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
301,"05AL","H1","",1600,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
302,"05AL","H2","",1600,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
303,"05AL","H3","",1600,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
304,"05AL","H4","",1600,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
305,"05AL","H5","",1600,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
306,"05AL","H6","",1600,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
307,"05AR","06","24",2000,100,NULL,NULL,NULL,263,NULL,NULL,NULL,NULL
308,"05AZ","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
309,"05B","NW","SE",4000,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
310,"05CA","H1","",78,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
311,"05CL","10","28",3700,60,840,340,116,NULL,38.613100,-122.397000,38.608600,-122.386000
312,"05CO","18","36",2650,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
313,"05CT","H1","",50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
314,"05FA","08","26",2950,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
315,"05FD","H1","",95,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
316,"05FL","09","27",3200,60,420,385,NULL,NULL,NULL,NULL,NULL,NULL
317,"05FL","15","33",1600,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
318,"05GA","18","36",2200,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,"05IA","09","27",2450,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
320,"05ID","03","21",2000,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
321,"05II","09","27",1800,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
322,"05IL","10","28",3200,70,700,675,NULL,NULL,NULL,NULL,NULL,NULL
323,"05IN","08","26",2000,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
324,"05IS","09","27",2000,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
325,"05KS","17","35",2350,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
326,"05KY","02","20",1270,150,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL
327,"05LA","18","36",2200,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
328,"05LL","H1","",120,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
329,"05LS","02","20",2300,100,NULL,1000,22,NULL,31.247100,-92.478300,31.252900,-92.475500
330,"05MA","H1","",100,40,NULL,NULL,NULL,188,NULL,NULL,NULL,NULL
331,"05MD","18","36",2700,80,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL
332,"05ME","E","W",900,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
333,"05MO","H1","",30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
334,"05MS","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
335,"05NC","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
336,"05NE","15","33",3210,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
337,"05NH","H1","",100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,"05NJ","H1","",60,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,"05NY","H1","",75,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
340,"05OI","09","27",2000,100,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL
341,"05OK","17","35",2200,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
342,"05OR","11","29",2600,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
343,"05OR","H1","",75,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
344,"05PA","H1","",70,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
345,"05PN","H1","",120,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
346,"05PS","06","24",2319,100,320,895,NULL,NULL,40.141200,-77.865500,40.146000,-77.860000
347,"05S","09","27",2940,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
348,"05TA","17","35",1700,40,240,120,NULL,NULL,NULL,NULL,NULL,NULL
349,"05TE","15","33",1500,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
350,"05TS","17","35",1700,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
351,"05TX","15","33",2075,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
352,"05UT","14","32",3950,50,NULL,NULL,149,NULL,37.038000,-110.321000,37.028700,-110.314000
353,"05V","03","21",6160,52,NULL,NULL,41,221,37.404800,-105.560000,37.417500,-105.546000
354,"05VA","18","36",2000,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
355,"05VT","H1","",80,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
356,"05WA","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
357,"05WI","E","W",1800,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
358,"05WN","09","27",1700,50,NULL,NULL,NULL,292,NULL,NULL,NULL,NULL
359,"05XS","01","19",2600,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
360,"05Y","17","35",3280,200,NULL,NULL,NULL,NULL,46.308400,-95.442300,46.299600,-95.442300
361,"06AK","02","20",2000,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
362,"06AL","H1","",1600,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
363,"06AL","H2","",1600,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
364,"06AL","H3","",1600,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
365,"06AL","H4","",1600,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
366,"06AL","H5","",1600,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
367,"06AL","H6","",1600,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
368,"06AL","H7","",1600,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
369,"06AR","16","34",2900,125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
370,"06AZ","H1","",80,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
371,"06B","02","20",15000,4000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
372,"06CA","H1","",20,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
373,"06CL","H1","",46,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
374,"06CO","17","35",4500,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
375,"06FA","09","27",7003,150,241,241,90,270,26.908100,-80.339200,26.908200,-80.317700
376,"06FD","18","36",3400,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
377,"06FL","H1","",200,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
378,"06GA","H1","",300,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
379,"06I","E","W",16000,3500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380,"06IA","09","27",1750,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
381,"06ID","09","27",2200,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
382,"06IL","09","27",2580,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
383,"06IN","N","S",1600,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
384,"06IS","18","36",2600,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
385,"06KS","H1","",25,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
386,"06KY","H1","",60,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
387,"06LA","H1","",39,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
388,"06LL","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
389,"06LS","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390,"06MA","H1","",15,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
391,"06MD","H1","",60,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
392,"06MI","H1","",45,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
393,"06MI","H2","",45,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
394,"06MN","12","30",1500,60,NULL,NULL,121,NULL,47.653000,-92.419300,47.650900,-92.414000
395,"06MO","15","33",3000,30,NULL,NULL,157,NULL,39.235300,-94.806400,39.227800,-94.802200
396,"06MT","E","W",2200,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
397,"06N","08","26",2811,60,563,NULL,62,242,41.430200,-74.396100,41.433700,-74.387000
398,"06NC","09","27",2600,90,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL
399,"06ND","08","26",2800,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400,"06NE","H1","",130,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401,"06NH","17","35",1900,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402,"06NY","15","33",2000,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
403,"06O1","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
404,"06OH","09","27",2400,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL
405,"06OI","09","27",2256,45,NULL,48,NULL,NULL,NULL,NULL,NULL,NULL
406,"06OK","H1","",300,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
407,"06OR","N","S",1000,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
408,"06PA","08","26",2965,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
409,"06PN","H1","",15,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
410,"06PN","H2","",80,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
411,"06R","15","33",2480,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
412,"06SN","17","35",2400,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
413,"06TA","N","S",1900,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
414,"06TE","08","26",3500,50,NULL,NULL,84,NULL,30.312300,-95.030800,30.313100,-95.022900
415,"06TN","05","23",2000,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
416,"06TX","01","19",1680,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
417,"06VA","05","23",2000,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
418,"06WA","H1","",60,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
419,"06WN","09","27",2845,30,528,64,NULL,274,46.926300,-122.558000,46.923600,-122.548000
420,"06XS","16","34",1750,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
421,"06Y","14","32",2997,60,NULL,NULL,NULL,NULL,45.833200,-96.163600,45.826200,-96.157400
422,"07AL","H1","",6000,1200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
423,"07AR","11","29",3000,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
424,"07B","16","34",3186,100,NULL,NULL,NULL,NULL,44.451800,-68.572800,44.444200,-68.566600
425,"07CA","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
426,"07CL","16","34",2220,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
427,"07CO","02","20",3100,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
428,"07D","18","36",2244,65,NULL,1000,177,357,43.067600,-82.724000,43.061400,-82.723600
429,"07FA","04","22",4500,70,NULL,500,40,NULL,25.320700,-80.279200,25.330100,-80.270400
430,"07FL","H1","",67,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
431,"07GA","09","27",1700,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
432,"07I","NE","SW",15000,4000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
433,"07ID","NW","SE",3000,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
434,"07II","H1","",60,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
435,"07IN","N","S",1860,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
436,"07K","15","33",3700,60,NULL,NULL,NULL,NULL,41.116400,-98.053300,41.106700,-98.049400
437,"07KS","18","36",2000,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
438,"07KY","11","29",2000,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
439,"07LA","H1","",30,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
440,"07LS","H1","",50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
441,"07MA","H1","",120,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
442,"07MD","17","35",1000,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
443,"07ME","H1","",900,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
444,"07MI","09","27",2904,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
445,"07MN","E","W",2600,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
446,"07MO","17","35",2700,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
447,"07MT","10","28",13500,300,NULL,NULL,120,300,48.430300,-106.552000,48.411800,-106.504000
448,"07N","16","34",2200,100,370,100,NULL,NULL,NULL,NULL,NULL,NULL
449,"07NC","08","26",2000,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
450,"07NH","05W","23W",2500,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
451,"07NH","17W","35W",2500,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
452,"07NJ","H1","",45,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
453,"07NY","H1","",50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
454,"07OH","H1","",30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
455,"07OK","17","35",2400,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
456,"07OR","17","35",1200,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
457,"07PN","09","27",1600,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
458,"07TA","06","24",2200,125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
459,"07TA","H1","",200,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
460,"07TE","13","31",5000,100,NULL,NULL,134,NULL,27.725800,-97.517500,27.716400,-97.506400
461,"07TN","07","25",1800,75,NULL,200,NULL,NULL,NULL,NULL,NULL,NULL
462,"07TS","17","35",2500,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
463,"07TX","H1","",400,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
464,"07VA","16","34",1600,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
465,"07VT","05","23",526,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
466,"07VT","14","32",595,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
467,"07WA","H1","",53,53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
468,"07WI","09","27",1500,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
469,"07XS","H1","",30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
470,"07Y","16","34",2850,150,NULL,NULL,NULL,NULL,46.959500,-93.599300,46.952100,-93.595600
471,"08AK","01","19",1200,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
472,"08AR","H1","",50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
473,"08AZ","H1","",42,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
474,"08B","14","32",1935,100,417,143,NULL,NULL,44.001700,-69.890000,43.998300,-69.884300
475,"08CA","H1","",60,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
476,"08CL","E","W",2000,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
477,"08CN","H1","",50,50,NULL,NULL,NULL,334,NULL,NULL,NULL,NULL
478,"08CO","09","27",2600,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
479,"08CT","01","19",4700,1400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
480,"08F","17","35",2584,80,250,275,NULL,NULL,NULL,NULL,NULL,NULL
481,"08FA","09","27",3390,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
482,"08FD","18","36",4138,104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
483,"08FL","03","21",2500,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
484,"08G","H1","",60,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
485,"08GA","03","21",5000,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
486,"08ID","NW","SE",2500,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
487,"08II","H1","",30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
488,"08IL","09","27",2200,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489,"08IN","13W","31W",5000,1600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
490,"08IS","18","36",1320,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491,"08KS","17","35",2700,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
492,"08KY","09","27",2500,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
493,"08LA","H1","",30,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
494,"08LL","18","36",2190,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
495,"08LS","18","36",2000,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
496,"08MA","04","22",1000,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
497,"08MD","H1","",45,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
498,"08ME","13","31",2300,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499,"08MI","H1","",60,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
500,"08MN","18","36",11088,6000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
501,"08MO","03","21",2640,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
502,"08MO","18","36",2140,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
503,"08MS","07","25",3725,50,NULL,NULL,70,NULL,34.660500,-89.874200,34.664000,-89.862500
504,"08MT","07","25",2600,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
505,"08N","07","25",2635,120,275,600,NULL,NULL,NULL,NULL,NULL,NULL
506,"08NC","18","36",3200,50,350,NULL,NULL,190,NULL,NULL,NULL,NULL
507,"08ND","17","35",1300,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
508,"08NE","11","29",3000,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
509,"08NH","H1","",80,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
510,"08NJ","H1","",90,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
511,"08NY","01","19",550,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
512,"08NY","10","28",500,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
513,"08OH","E","W",3000,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
514,"08OK","08","26",1800,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
515,"08OR","18","36",2800,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
516,"08PA","H1","",200,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
517,"08PN","H1","",50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
518,"08R","11","29",2129,30,NULL,130,NULL,NULL,41.489900,-71.624500,41.489100,-71.616800
519,"08TA","H1","",200,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
520,"08TE","16","34",3100,50,NULL,NULL,166,NULL,29.980200,-98.744800,29.971900,-98.742500
521,"08TX","09","27",2100,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
522,"08TX","18","36",1800,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
523,"08U","01","19",3600,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
524,"08VA","09","27",1800,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
525,"08WA","H1","",100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
526,"08XS","03","21",2350,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
527,"09AK","06","24",1300,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
528,"09AR","H1","",135,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
529,"09AZ","06","24",2350,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
530,"09CA","H1","",65,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
531,"09CL","01","19",3000,50,NULL,NULL,26,NULL,39.110000,-121.059000,39.117500,-121.054000
532,"09CN","H2","",50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
533,"09CO","09","27",3250,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
534,"09FA","18","36",4800,50,NULL,NULL,180,NULL,27.252200,-81.413100,27.238900,-81.413100
535,"09FD","18","36",2649,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
536,"09FL","09","27",3000,150,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL
537,"09GA","09","27",2400,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
538,"09I","05","23",5000,1000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
539,"09I","08","26",5000,1000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
540,"09IA","09","27",2700,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
541,"09ID","09","27",2300,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
542,"09II","E","W",1600,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
543,"09IL","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
544,"09IN","09","27",2200,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
545,"09IN","18","36",2200,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
546,"09IS","H1","",39,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
547,"09KS","17","35",2500,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
548,"09KY","H1","",50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
549,"09LA","H1","",50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
550,"09LL","17","35",2300,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
551,"09LS","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
552,"09MA","09","27",1700,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
553,"09MA","15","33",2000,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
554,"09ME","04","22",2000,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
555,"09MI","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
556,"09MO","E","W",1320,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
557,"09N","02","20",1863,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
558,"09NC","16","34",2400,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
559,"09NE","18","36",2500,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
560,"09NJ","H1","",100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
561,"09NY","H1","",100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
562,"09OK","01","19",2500,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
563,"09OR","H1","",50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
564,"09PA","06","24",2300,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
565,"09S","16","34",1765,150,NULL,NULL,NULL,NULL,48.843300,-117.284000,48.838500,-117.284000
566,"09TA","17","35",2400,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
567,"09TE","16","34",2815,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
568,"09TN","H1","",80,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
569,"09TS","09","27",4200,42,NULL,NULL,90,NULL,29.482400,-103.171000,29.482400,-103.158000
570,"09TX","10","28",2340,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
571,"09TX","14","32",1220,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
572,"09TX","E","W",5200,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
573,"09VA","05","23",1100,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
574,"09VG","H1","",96,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
575,"09W","H1","",60,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
576,"09WA","H1","",60,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
577,"09WI","N","S",2500,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
578,"09XS","H1","",90,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
579,"09Y","17","35",8000,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
580,"0AK","07","25",2541,55,NULL,47,91,271,61.934600,-162.907000,61.934500,-162.892000
581,"0AK0","08","26",1050,70,NULL,250,NULL,221,NULL,NULL,NULL,NULL
582,"0AK1","06W","24W",3000,2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
583,"0AK1","08","26",2200,50,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL
